Area	Bairro	Cidade	Endereco	Estado	Latitude	Longitude	Quartos	Suites	Vagas	Tipo	Transacao	Valor
158	Barra da Tijuca	Rio de Janeiro	Rua dos Jacarandás da Península	RJ	-14.235004	-51.92528	4	2	2	Apartamento	Venda	1480000
75	Jardim Carioca	Rio de Janeiro	Avenida Maestro Paulo Silva	RJ	-22.803273	-43.204032	3	0	1	Apartamento	Venda	350000
70	Centro	Rio de Janeiro	Avenida Henrique Valadares	RJ	-22.91254	-43.1902062	2	0	0	Apartamento	Venda	450000
35	Curicica	Rio de Janeiro	Estrada dos Bandeirantes	RJ	-22.9739785	-43.4132592	1	0	1	Apartamento	Venda	380000
169	Ipanema	Rio de Janeiro	Avenida Epitácio Pessoa	RJ	-22.98061562	-43.21099091	4	3	2	Apartamento	Venda	4600000
167	Lagoa	Rio de Janeiro	Rua Frei Leandro	RJ	-22.9612035	-43.2068938	4	1	3	Apartamento	Venda	2600000
55	Campo Grande	Rio de Janeiro	Estrada Guandu do Sape	RJ	-22.877089	-43.5625257	3	0	1	Apartamento	Venda	190000
427	Flamengo	Rio de Janeiro	Rua Paissandu	RJ	-22.9336715	-43.1753425	5	1	2	Apartamento	Venda	3500000
82	Tijuca	Rio de Janeiro	Rua Mariz e Barros	RJ	-22.91614598	-43.22194587	2	0	1	Apartamento	Venda	564999
90	Botafogo	Rio de Janeiro	Rua das Palmeiras	RJ	-22.9533504	-43.1906909	3	1	1	Apartamento	Venda	1000000
48	Copacabana	Rio de Janeiro	Rua Barata Ribeiro	RJ	-22.9644774	-43.1796199	1	0	0	Apartamento	Venda	550000
66	Cachambi	Rio de Janeiro	Rua Capitão Resende	RJ	-22.8953771	-43.2735112	2	0	0	Apartamento	Venda	255000
80	Vista Alegre	Rio de Janeiro	Rua Paratinga	RJ	-22.8304305	-43.3148671	3	0	1	Apartamento	Venda	350000
140	Leblon	Rio de Janeiro	Rua Cupertino Durão	RJ	-22.9833699	-43.2209699	3	0	1	Apartamento	Venda	2940000
65	Recreio dos Bandeirantes	Rio de Janeiro	Avenida César Morani	RJ	-23.004445	-43.437394	2	1	1	Apartamento	Venda	599000
65	Rio Comprido	Rio de Janeiro	Rua Aristides Lobo	RJ	-22.9201724	-43.2085367	2	0	1	Apartamento	Venda	450000
70	Taquara	Rio de Janeiro	Rua Mapendi	RJ	-26.9225117	-49.0607072	3	1	1	Apartamento	Venda	385000
110	Copacabana	Rio de Janeiro	Rua Almirante Gonçalves	RJ	-22.9798908	-43.1907736	3	0	1	Apartamento	Venda	1550000
78	Vila Isabel	Rio de Janeiro	Boulevard Vinte e Oito de Setembro	RJ	-22.914703	-43.24086	2	0	0	Apartamento	Venda	390000
89	Recreio dos Bandeirantes	Rio de Janeiro	Avenida José Luiz Ferraz	RJ	-23.0226595	-43.4873816	3	1	1	Apartamento	Venda	690000
83	Flamengo	Rio de Janeiro	Rua Senador Vergueiro	RJ	-22.9358615	-43.1752205	3	0	1	Apartamento	Venda	1150000
65	Flamengo	Rio de Janeiro	Rua Marquês de Abrantes	RJ	-22.9342392	-43.1773044	2	0	0	Apartamento	Venda	620000
60	Freguesia (Jacarepaguá)	Rio de Janeiro	Rua Potiguara	RJ	-22.944589	-43.340068	2	1	1	Apartamento	Venda	449000
63	Camorim	Rio de Janeiro	Estrada de Camorim	RJ	-22.970201	-43.4230768	3	1	1	Apartamento	Venda	340000
48	Vista Alegre	Rio de Janeiro	Estrada da Água Grande	RJ	-26.9225117	-49.0607072	2	0	1	Apartamento	Venda	199000
68	Barra da Tijuca	Rio de Janeiro	Avenida Prefeito Dulcídio Cardoso	RJ	-23.0050373	-43.3518361	2	1	1	Apartamento	Venda	850000
64	Botafogo	Rio de Janeiro	Rua Dona Mariana	RJ	-22.9556544	-43.187768	2	0	1	Apartamento	Venda	935000
69	Recreio dos Bandeirantes	Rio de Janeiro	Rua Wilfred Penha Borges	RJ	-23.0226794	-43.5146316	2	1	1	Apartamento	Venda	419000
32	Copacabana	Rio de Janeiro	Rua Santa Clara	RJ	-22.970933	-43.1876107	1	0	0	Apartamento	Venda	600000
70	Cachambi	Rio de Janeiro	Rua Garcia Redondo	RJ	-22.890496	-43.2752021	2	0	1	Apartamento	Venda	350000
47	Camorim	Rio de Janeiro	Estrada dos Bandeirantes	RJ	-22.9657529	-43.40928784	2	0	1	Apartamento	Venda	225000
125	Tijuca	Rio de Janeiro	Rua Itacuruçá	RJ	-22.9335158	-43.238462	4	1	1	Apartamento	Venda	1000000
100	Leblon	Rio de Janeiro	Rua Rainha Guilhermina	RJ	-22.9853629	-43.2265532	2	1	0	Apartamento	Venda	2500000
70	Tijuca	Rio de Janeiro	Rua Barão de Mesquita	RJ	-22.9209064	-43.231864	2	0	0	Apartamento	Venda	370000
150	Barra da Tijuca	Rio de Janeiro	Avenida General Guedes da Fontoura	RJ	-23.0129857	-43.3038579	3	3	3	Apartamento	Venda	1950000
166	São Conrado	Rio de Janeiro	Avenida Aquarela do Brasil	RJ	-22.9959567	-43.2558409	3	2	2	Apartamento	Venda	2800000
120	Maracanã	Rio de Janeiro	Rua Artur Menezes	RJ	-22.9136402	-43.2322364	3	1	2	Apartamento	Venda	750000
229	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0101507	-43.3510274	4	4	3	Apartamento	Venda	4400000
105	Ipanema	Rio de Janeiro	Rua Joaquim Nabuco	RJ	-22.9864882	-43.1927282	3	0	1	Apartamento	Venda	1790000
441	Península	Rio de Janeiro	Avenida Flamboyants da Península	RJ	-22.990976	-43.350447	5	3	3	Apartamento	Venda	2890000
135	Urca	Rio de Janeiro	Rua Otavio Correia	RJ	-22.9444794	-43.1613816	3	2	1	Apartamento	Venda	1740000
93	Jacarepaguá	Rio de Janeiro	Avenida Vice-Presidente José Alencar	RJ	-22.9651412	-43.3851843	3	1	1	Apartamento	Venda	760000
200	Ipanema	Rio de Janeiro	Rua Visconde de Pirajá	RJ	-22.98414	-43.2069188	3	2	1	Apartamento	Venda	3600000
57	Recreio dos Bandeirantes	Rio de Janeiro	Avenida das Américas	RJ	-23.0201774	-43.4921605	1	0	1	Apartamento	Venda	379000
105	Barra da Tijuca	Rio de Janeiro	Avenida Malibu	RJ	-23.0018903	-43.3900066	3	2	2	Apartamento	Venda	900000
150	Barra da Tijuca	Rio de Janeiro	Avenida Vice-Presidente José Alencar	RJ	-22.9068467	-43.1728965	4	1	2	Apartamento	Venda	1172000
65	Vila Isabel	Rio de Janeiro	Rua Visconde de Abaeté	RJ	-22.9145315	-43.2443958	2	0	1	Apartamento	Venda	489800
87	Recreio dos Bandeirantes	Rio de Janeiro	Avenida Salvador Allende	RJ	-23.0028097	-43.4337524	3	1	2	Apartamento	Venda	670000
73	Ipanema	Rio de Janeiro	Rua Barão da Torre	RJ	-22.9832445	-43.2015201	2	2	1	Apartamento	Venda	1520000
170	Copacabana	Rio de Janeiro	Avenida Prado Júnior	RJ	-22.963561	-43.1750216	3	0	1	Apartamento	Venda	1320000
96	Andaraí	Rio de Janeiro	Barão de Mesquita	RJ	-22.9266035	-43.246848	3	1	1	Apartamento	Venda	680000
109	Ipanema	Rio de Janeiro	Rua Almirante Saddock de Sá	RJ	-22.9800172	-43.2011066	3	1	1	Apartamento	Venda	1600000
70	Flamengo	Rio de Janeiro	Rua Correa Dutra	RJ	-22.9272038	-43.1782751	2	0	0	Apartamento	Venda	620000
80	Jardim Guanabara	Rio de Janeiro	Rua Bom Retiro	RJ	-22.8088549	-43.198462	4	1	1	Apartamento	Venda	550000
120	Barra da Tijuca	Rio de Janeiro	Avenida Érico Veríssimo	RJ	-23.0125066	-43.3109756	3	1	3	Apartamento	Venda	1590000
72	Tijuca	Rio de Janeiro	Rua Araújo Pena	RJ	-22.922372	-43.219816	2	0	1	Apartamento	Venda	570000
170	Leblon	Rio de Janeiro	Rua Desembargador Alfredo Russel	RJ	-22.981252	-43.2257868	3	1	2	Apartamento	Venda	3700000
207	Tijuca	Rio de Janeiro	Avenida Maracanã	RJ	-22.9334109	-43.2428073	4	2	2	Apartamento	Venda	800000
140	Barra da Tijuca	Rio de Janeiro	Avenida Gastão Senges	RJ	-23.0036925	-43.3414256	4	1	2	Apartamento	Venda	1500000
80	Ipanema	Rio de Janeiro	Rua Barão da Torre	RJ	-22.9834245	-43.2045026	3	1	0	Apartamento	Venda	1580000
62	Ramos	Rio de Janeiro	Rua Euclides Faria	RJ	-22.8540396	-43.2613689	2	0	0	Apartamento	Venda	280000
88	Grajaú	Rio de Janeiro	Rua Rosa e Silva	RJ	-22.9284918	-43.257674	2	1	1	Apartamento	Venda	440000
196	Jardim Guanabara	Rio de Janeiro	Rua Babaçu	RJ	-22.8175187	-43.1967205	4	3	3	Apartamento	Venda	1500000
40	Copacabana	Rio de Janeiro	Rua Sá Ferreira	RJ	-22.9811878	-43.1928054	1	0	0	Apartamento	Venda	430000
107	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0100549	-43.3336094	1	1	2	Apartamento	Venda	1650000
550	Jardim Botânico	Rio de Janeiro	Rua Oliveira Rocha	RJ	-22.9618662	-43.2164295	5	1	4	Apartamento	Venda	4700000
87	Leblon	Rio de Janeiro	Rua Almirante Guilhem	RJ	-22.98306161	-43.21896189	2	0	0	Apartamento	Venda	1780000
200	Copacabana	Rio de Janeiro	Avenida Atlântica	RJ	-22.9831056	-43.1902159	3	0	0	Apartamento	Venda	2000000
115	Lagoa	Rio de Janeiro	Rua Bogari	RJ	-22.961182	-43.2020043	2	1	2	Apartamento	Venda	2100000
185	Barra da Tijuca	Rio de Janeiro	Rua Guimarães Rosa	RJ	-23.003492	-43.3832156	3	2	2	Apartamento	Venda	1950000
46	Barra da Tijuca	Rio de Janeiro	Estrada dos Bandeirantes	RJ	-22.9889391	-43.4405213	2	0	1	Apartamento	Venda	225000
105	Copacabana	Rio de Janeiro	Rua Ronald de Carvalho	RJ	-22.9648842	-43.1770674	2	0	0	Apartamento	Venda	900000
53	Praça Seca	Rio de Janeiro	Rua Francisco	RJ	-22.8913988	-43.3538075	2	0	1	Apartamento	Venda	198000
75	Estácio	Rio de Janeiro	Rua Haddock Lobo	RJ	-22.9153907	-43.2076254	2	0	0	Apartamento	Venda	370000
75	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0099209	-43.3648028	2	1	1	Apartamento	Venda	749000
50	Campo Grande	Rio de Janeiro	Rua Olinda Ellis	RJ	-22.914123	-43.547643	2	0	1	Apartamento	Venda	330000
140	Ipanema	Rio de Janeiro	Avenida Vieira Souto	RJ	-22.9860503	-43.2084589	3	1	1	Apartamento	Venda	3800000
75	Copacabana	Rio de Janeiro	Rua Barão de Ipanema	RJ	-22.9742348	-43.1908302	2	0	1	Apartamento	Venda	1050000
76	Freguesia (Jacarepaguá)	Rio de Janeiro	Rua Geminiano Gois	RJ	-22.937942	-43.335276	2	1	1	Apartamento	Venda	490000
69	Freguesia (Jacarepaguá)	Rio de Janeiro	Estrada do Bananal	RJ	-26.9225117	-49.0607072	2	1	1	Apartamento	Venda	385000
88	Leblon	Rio de Janeiro	Rua Padre Achotegui	RJ	-22.9803563	-43.2203282	3	0	0	Apartamento	Venda	1200000
80	Barra da Tijuca	Rio de Janeiro	Rua Paulo Moura	RJ	-22.99414252	-43.40075552	2	2	1	Apartamento	Venda	610000
100	Barra da Tijuca	Rio de Janeiro	Rua César Lattes	RJ	-23.0023912	-43.4245654	3	2	1	Apartamento	Venda	750000
36	Centro	Rio de Janeiro	Rua Álvaro Alvim	RJ	-22.9109746	-43.1764261	1	0	0	Apartamento	Venda	220000
100	Leblon	Rio de Janeiro	Avenida Ataulfo de Paiva	RJ	-22.9850683	-43.2250591	3	0	1	Apartamento	Venda	2100000
220	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0119615	-43.3218109	3	1	3	Apartamento	Venda	2580000
91	Botafogo	Rio de Janeiro	Rua Nelson Mandela	RJ	-22.9497553	-43.1849928	2	1	2	Apartamento	Venda	1199000
72	Tijuca	Rio de Janeiro	Rua Dona Delfina	RJ	-22.9294771	-43.2408631	2	0	1	Apartamento	Venda	480000
116	Botafogo	Rio de Janeiro	Rua Barão de Itambi	RJ	-22.9401365	-43.1798153	3	0	1	Apartamento	Venda	1150000
87	Barra da Tijuca	Rio de Janeiro	Avenida Embaixador Abelardo Bueno	RJ	-22.9728572	-43.3886062	2	1	1	Apartamento	Venda	600000
100	Copacabana	Rio de Janeiro	Rua Miguel Lemos	RJ	-22.9780116	-43.1911755	3	0	0	Apartamento	Venda	1030000
89	Lagoa	Rio de Janeiro	Rua Professor Saldanha	RJ	-22.9599555	-43.2052567	2	1	1	Apartamento	Venda	1350000
65	Copacabana	Rio de Janeiro	Rua Santa Clara	RJ	-22.9682582	-43.1900161	2	0	1	Apartamento	Venda	930000
64	Tijuca	Rio de Janeiro		RJ	-22.9325728	-43.2410248	2	1	1	Apartamento	Venda	610000
306	Leblon	Rio de Janeiro	Rua Carlos Gois	RJ	-22.9856519	-43.2192817	4	4	3	Apartamento	Venda	13000000
70	Grajaú	Rio de Janeiro		RJ	-22.9237136	-43.258999	2	0	1	Apartamento	Venda	200000
116	Flamengo	Rio de Janeiro	Rua Marquês de Abrantes	RJ	-22.9364204	-43.1772464	3	0	1	Apartamento	Venda	777000
86	Tijuca	Rio de Janeiro	Rua Barão de Mesquita	RJ	-22.9229668	-43.2348818	3	1	1	Apartamento	Venda	599000
67	Pechincha	Rio de Janeiro	Estrada Pau-Ferro	RJ	-22.9269277	-43.3486142	3	0	1	Apartamento	Venda	350000
82	Recreio dos Bandeirantes	Rio de Janeiro	Estrada Benvindo de Novaes	RJ	-23.0059047	-43.45686446	3	1	1	Apartamento	Venda	519500
70	Copacabana	Rio de Janeiro	Rua Barata Ribeiro	RJ	-22.9754489	-43.1922227	2	0	0	Apartamento	Venda	760000
40	Copacabana	Rio de Janeiro	Avenida Atlântica	RJ	-22.966323	-43.1770804	2	1	0	Apartamento	Venda	850000
78	Botafogo	Rio de Janeiro	Rua Dona Mariana	RJ	-22.9556544	-43.187768	3	1	1	Apartamento	Venda	1045000
100	Jardim Carioca	Rio de Janeiro	Rua Muiatuca	RJ	-22.8049629	-43.1968215	2	0	1	Apartamento	Venda	700000
160	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0100196	-43.3669841	4	1	2	Apartamento	Venda	1949900
131	Freguesia (Jacarepaguá)	Rio de Janeiro	Rua Geminiano Gois	RJ	-22.9379251	-43.3354572	4	2	2	Apartamento	Venda	835000
263	Barra da Tijuca	Rio de Janeiro	Avenida Belisário Leite de Andrade Neto	RJ	-23.0140059	-43.3073744	3	1	4	Apartamento	Venda	2650000
319	Barra da Tijuca	Rio de Janeiro	Avenida Jornalista Tim Lopes	RJ	-22.99825668	-43.34712219	5	2	3	Apartamento	Venda	3260000
102	Gávea	Rio de Janeiro	Rua Osório Duque Estrada	RJ	-22.9810113	-43.238188	3	1	1	Apartamento	Venda	1800000
66	Tijuca	Rio de Janeiro	Rua Haddock Lobo	RJ	-22.9211003	-43.2182113	2	1	1	Apartamento	Venda	650000
350	Freguesia (Jacarepaguá)	Rio de Janeiro	Rua Tirol	RJ	-22.9393997	-43.3339898	3	2	2	Apartamento	Venda	950000
104	Ipanema	Rio de Janeiro	Rua Visconde de Pirajá	RJ	-22.9843021	-43.2064542	3	2	0	Apartamento	Venda	1550000
130	Barra da Tijuca	Rio de Janeiro	Avenida Fernando Mattos	RJ	-23.0102176	-43.3093877	3	1	1	Apartamento	Venda	1279993
55	Engenho da Rainha	Rio de Janeiro	Rua Valinhos	RJ	-26.9225117	-49.0607072	1	0	1	Apartamento	Venda	130000
67	Vila Isabel	Rio de Janeiro	Rua Gonzaga Bastos	RJ	-22.920075	-43.2401739	2	0	1	Apartamento	Venda	380000
93	Botafogo	Rio de Janeiro	Rua Álvaro Ramos	RJ	-22.956217	-43.180905	2	1	1	Apartamento	Venda	1200000
200	Copacabana	Rio de Janeiro	Rua Santa Clara	RJ	-22.972974	-43.1858259	3	1	2	Apartamento	Venda	2100000
107	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0100549	-43.3336094	1	1	2	Apartamento	Venda	1500000
70	Barra da Tijuca	Rio de Janeiro		RJ	-22.9068467	-43.1728965	2	2	1	Apartamento	Venda	680000
84	Freguesia (Jacarepaguá)	Rio de Janeiro	Rua Tirol	RJ	-22.9392834	-43.333138	3	1	2	Apartamento	Venda	430000
200	Leblon	Rio de Janeiro	Rua José Linhares	RJ	-22.98357	-43.2214963	4	3	3	Apartamento	Venda	5200000
78	Barra da Tijuca	Rio de Janeiro	Rua Aroazes	RJ	-22.970903	-43.3892979	3	1	1	Apartamento	Venda	530000
100	Botafogo	Rio de Janeiro	Rua Barão de Lucena	RJ	-22.9468562	-43.1883644	3	1	2	Apartamento	Venda	1370000
105	Gávea	Rio de Janeiro	Rua Professor Manuel Ferreira	RJ	-22.9777622	-43.2279125	3	1	0	Apartamento	Venda	2180000
95	Jardim Guanabara	Rio de Janeiro		RJ	-22.9068467	-43.1728965	3	1	2	Apartamento	Venda	650000
32	Copacabana	Rio de Janeiro	Avenida Prado Júnior	RJ	-22.9628636	-43.1756065	1	0	0	Apartamento	Venda	530000
90	Méier	Rio de Janeiro	Rua Almirante Calheiros da Graça	RJ	-22.8997289	-43.2846926	3	1	1	Apartamento	Venda	550000
76	Ipanema	Rio de Janeiro	Rua Alberto de Campos	RJ	-22.9813387	-43.1991054	2	0	0	Apartamento	Venda	900000
340	Barra da Tijuca	Rio de Janeiro	Rua General Lobato Filho	RJ	-23.0111676	-43.3152555	4	4	3	Apartamento	Venda	4200000
146	Ipanema	Rio de Janeiro	Rua Nascimento Silva	RJ	-26.9225117	-49.0607072	4	3	2	Apartamento	Venda	2330000
275	Leblon	Rio de Janeiro	Rua Gal Venancio Flores	RJ	-22.9867109	-43.2241161	4	1	2	Apartamento	Venda	7500000
340	Recreio dos Bandeirantes	Rio de Janeiro	Rua Rogério Karp	RJ	-23.0198661	-43.4635552	4	3	3	Apartamento	Venda	1350000
140	Barra da Tijuca	Rio de Janeiro	Avenida Gilberto Amado	RJ	-23.0111719	-43.3077479	3	2	2	Apartamento	Venda	1500000
130	Botafogo	Rio de Janeiro	Rua Sorocaba	RJ	-22.9511258	-43.1905485	3	1	2	Apartamento	Venda	1890000
82	Barra da Tijuca	Rio de Janeiro	Rua Coronel Paulo Malta Rezende	RJ	-23.0039701	-43.3278556	2	1	1	Apartamento	Venda	980000
56	Pavuna	Rio de Janeiro	Rua Dores do Turvo	RJ	-22.8173092	-43.3792137	2	0	1	Apartamento	Venda	105000
120	Tijuca	Rio de Janeiro	Rua Maria Amália	RJ	-22.92831894	-43.24339623	3	1	2	Apartamento	Venda	870000
78	Recreio dos Bandeirantes	Rio de Janeiro	Rua Odilon Martins de Andrade	RJ	-26.9225709	-49.0606445	2	1	1	Apartamento	Venda	495000
84	Jardim América	Rio de Janeiro	Rua Pintor Marques Júnior	RJ	-22.806726	-43.3267444	2	0	1	Apartamento	Venda	240000
45	Flamengo	Rio de Janeiro	Rua Silveira Martins	RJ	-22.9257198	-43.1772	1	0	0	Apartamento	Venda	265000
68	Engenho Novo	Rio de Janeiro	Rua Vinte e Quatro de Maio	RJ	-22.9036724	-43.2661167	3	1	1	Apartamento	Venda	320000
52	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0119615	-43.3218109	1	0	1	Apartamento	Venda	690000
82	Recreio dos Bandeirantes	Rio de Janeiro	Avenida Henfil	RJ	-26.9225709	-49.0606445	3	1	1	Apartamento	Venda	549000
120	Tijuca	Rio de Janeiro	Rua Maria Amália	RJ	-22.9289408	-43.2449972	3	1	2	Apartamento	Venda	1000000
76	Higienópolis	Rio de Janeiro	Rua Mallet	RJ	-22.8697548	-43.2660838	3	0	0	Apartamento	Venda	290000
71	Andaraí	Rio de Janeiro	Rua Gastão Penalva	RJ	-22.927608	-43.25101	2	0	1	Apartamento	Venda	420000
85	Vila Valqueire	Rio de Janeiro	Avenida Jambeiro	RJ	-22.8784903	-43.3698956	2	1	1	Apartamento	Venda	380000
96	Jacarepaguá	Rio de Janeiro	Avenida Vice-Presidente José Alencar	RJ	-22.9665997	-43.3838343	3	1	1	Apartamento	Venda	756000
200	Leblon	Rio de Janeiro	Rua General Urquiza	RJ	-22.9863259	-43.2235189	4	1	1	Apartamento	Venda	6000000
200	Copacabana	Rio de Janeiro	Rua Sá Ferreira	RJ	-22.98130226	-43.19269943	4	1	1	Apartamento	Venda	1350000
130	São Conrado	Rio de Janeiro	Avenida Niemeyer	RJ	-22.9924147	-43.2339397	3	1	2	Apartamento	Venda	1290000
250	Leblon	Rio de Janeiro	Rua Almirante Pereira Guimarães	RJ	-22.9852263	-43.2165602	4	1	2	Apartamento	Venda	6000000
110	Barra da Tijuca	Rio de Janeiro	Avenida Embaixador Abelardo Bueno	RJ	-22.9728572	-43.3886062	3	1	2	Apartamento	Venda	950000
70	Leme	Rio de Janeiro	Rua General Ribeiro da Costa	RJ	-22.96231	-43.1698514	1	0	1	Apartamento	Venda	777000
67	Catete	Rio de Janeiro	Travessa Almirante Protogenes Guimarães	RJ	-22.93183	-43.1789777	2	0	0	Apartamento	Venda	540000
70	Botafogo	Rio de Janeiro	Rua General Severiano	RJ	-22.9527281	-43.176859	2	0	1	Apartamento	Venda	760000
207	Tijuca	Rio de Janeiro	Rua Maria Amália	RJ	-22.9284474	-43.243702	3	1	2	Apartamento	Venda	1380000
173	Laranjeiras	Rio de Janeiro	Rua Professor Luiz Cantanhede	RJ	-22.9412225	-43.1906121	3	2	2	Apartamento	Venda	1900000
130	Ipanema	Rio de Janeiro	Rua Visconde de Pirajá	RJ	-22.9842151	-43.2077734	3	2	0	Apartamento	Venda	1890000
160	Leblon	Rio de Janeiro	Rua Sambaíba	RJ	-22.9864596	-43.2327705	3	1	2	Apartamento	Venda	3500000
92	Grajaú	Rio de Janeiro	Rua Barão do Bom Retiro	RJ	-22.9218673	-43.258639	3	1	1	Apartamento	Venda	600000
80	Vila Isabel	Rio de Janeiro	Rua Silva Pinto	RJ	-22.9174383	-43.2474443	2	0	0	Apartamento	Venda	379000
160	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0100196	-43.3669841	4	1	2	Apartamento	Venda	1790000
57	Santa Cruz	Rio de Janeiro	Rua Conceição de Ipanema	RJ	-26.9225117	-49.0607072	2	1	1	Apartamento	Venda	245000
70	Barra da Tijuca	Rio de Janeiro	Avenida Jaime Poggi	RJ	-26.9225709	-49.0606445	3	1	1	Apartamento	Venda	449000
156	Freguesia (Jacarepaguá)	Rio de Janeiro	Rua Joaquim Pinheiro	RJ	-22.9315673	-43.3336234	4	3	3	Apartamento	Venda	900000
100	Glória	Rio de Janeiro	Rua Cândido Mendes	RJ	-22.9196831	-43.178457	2	0	0	Apartamento	Venda	750000
280	Copacabana	Rio de Janeiro	R Domingos Ferreira	RJ	-22.971496	-43.1857728	3	1	1	Apartamento	Venda	2800000
80	Santa Teresa	Rio de Janeiro	Rua Aarão Reis	RJ	-22.924522	-43.189892	2	0	0	Apartamento	Venda	429000
56	Anil	Rio de Janeiro	Rua São Platão	RJ	-22.9471656	-43.336745	2	0	1	Apartamento	Venda	275000
118	Botafogo	Rio de Janeiro	Rua da Matriz	RJ	-22.9519608	-43.1922689	3	1	2	Apartamento	Venda	1450000
229	Recreio dos Bandeirantes	Rio de Janeiro	Rua Nilton Santos 	RJ	-26.9225117	-49.0607072	3	1	2	Apartamento	Venda	649000
135	Botafogo	Rio de Janeiro	Rua São Clemente	RJ	-22.9514384	-43.1937579	3	3	1	Apartamento	Venda	1649000
65	Jacarepaguá	Rio de Janeiro	Estrada dos Bandeirantes	RJ	-22.9592961	-43.3869634	3	1	1	Apartamento	Venda	285000
112	Ipanema	Rio de Janeiro	Rua Alberto de Campos	RJ	-22.9810638	-43.2058732	3	1	1	Apartamento	Venda	3150000
77	Jacarepaguá	Rio de Janeiro	Avenida Vice-Presidente José Alencar	RJ	-22.9651412	-43.3851843	2	1	1	Apartamento	Venda	579870
105	Copacabana	Rio de Janeiro	Rua Joaquim Nabuco	RJ	-22.9859617	-43.1906816	3	1	3	Apartamento	Venda	2600000
136	Copacabana	Rio de Janeiro	Rua República do Peru	RJ	-22.9677962	-43.1816252	2	1	1	Apartamento	Venda	1250000
188	Humaitá	Rio de Janeiro	Rua Desembargador Burle	RJ	-22.956892	-43.1974032	3	1	1	Apartamento	Venda	2560000
168	Copacabana	Rio de Janeiro	Avenida Nossa Senhora de Copacabana	RJ	-22.9652718	-43.1774342	4	1	1	Apartamento	Venda	1800000
65	Ribeira	Rio de Janeiro	Praia do Jequia	RJ	-22.8269221	-43.1725503	2	0	1	Apartamento	Venda	320000
50	Taquara	Rio de Janeiro	Estrada do Rio Grande	RJ	-22.9170077	-43.4134206	3	0	1	Apartamento	Venda	210000
320	Ipanema	Rio de Janeiro	Rua Alberto de Campos	RJ	-22.9811003	-43.2026631	3	3	2	Apartamento	Venda	9000000
430	Barra da Tijuca	Rio de Janeiro	Avenida das Acácias da Península	RJ	-22.9888556	-43.3581282	4	4	3	Apartamento	Venda	4000010
65	Copacabana	Rio de Janeiro	Rua Santa Clara	RJ	-22.9700972	-43.1883499	2	0	0	Apartamento	Venda	700000
150	Flamengo	Rio de Janeiro	Rua Alm Tamandare	RJ	-22.9321514	-43.176283	3	2	0	Apartamento	Venda	1250000
70	Rio Comprido	Rio de Janeiro	Rua do Bispo	RJ	-22.9232704	-43.2128395	2	0	1	Apartamento	Venda	430000
100	Copacabana	Rio de Janeiro	Rua Marechal Mascarenhas de Morais	RJ	-22.9641414	-43.1830797	2	0	1	Apartamento	Venda	2000000
86	Vila da Penha	Rio de Janeiro	Avenida Oliveira Belo	RJ	-26.9225117	-49.0607072	3	0	1	Apartamento	Venda	545000
310	Barra da Tijuca	Rio de Janeiro	Rua Fernando Nogueira de Sousa	RJ	-23.0094093	-43.3135747	4	2	2	Apartamento	Venda	3199000
117	Ipanema	Rio de Janeiro	Rua Prudente de Morais	RJ	-22.9850463	-43.2102145	3	1	2	Apartamento	Venda	3000000
89	Copacabana	Rio de Janeiro	Rua Barata Ribeiro	RJ	-22.9686451	-43.1858006	3	0	1	Apartamento	Venda	800000
92	Recreio dos Bandeirantes	Rio de Janeiro	Rua Professora Luiza Nogueira Gonçalves	RJ	-23.0054772	-43.4412758	3	2	1	Apartamento	Venda	555000
58	Tijuca	Rio de Janeiro	Rua Morales de Los Rios	RJ	-22.9173421	-43.2294277	2	0	1	Apartamento	Venda	450000
105	Botafogo	Rio de Janeiro	Rua Pinheiro Guimarães	RJ	-22.9586904	-43.1942804	2	1	1	Apartamento	Venda	1625000
144	Grajaú	Rio de Janeiro	Rua Araxá	RJ	-22.9237669	-43.2653666	3	1	1	Apartamento	Venda	900000
36	Centro	Rio de Janeiro	Rua Ubaldino do Amaral	RJ	-22.9127763	-43.1863593	1	0	0	Apartamento	Venda	394229
118	Recreio dos Bandeirantes	Rio de Janeiro	Rua Sérgio Branco Soares	RJ	-23.0187927	-43.476562	3	1	2	Apartamento	Venda	900000
130	Zumbi	Rio de Janeiro	Rua Serrão	RJ	-22.9068467	-43.1728965	3	1	2	Apartamento	Venda	850000
110	Barra da Tijuca	Rio de Janeiro	Rua Jacarandás da Península	RJ	-22.988302	-43.3495915	2	2	2	Apartamento	Venda	1200000
87	Barra da Tijuca	Rio de Janeiro	Rua César Lattes	RJ	-23.0026583	-43.4265644	2	1	1	Apartamento	Venda	749000
